Name,Event,Description,Cost,Date,Time,Address,Ticket_URL,Keywords
The Tank,The Experiment,An absurd tragicomedy about a family barbecue gone awry when the youngest daughter tries to summon a demon — dark humor about sacrifice and family dynamics.,N/A,2026-05-02,9:30 PM,"312 W 36th St., New York, NY 10018, USA",https://tickets.thetanknyc.org/EventAvailability?EventId=108601&ref=bookNow&scroll=timeAndDates,"improv, sketch, dark-humor, absurd, energetic, adults, groups, tragicomedy, demon-summoning"
Upright Citizens Brigade Theatre,Stress Dream: LIVE,"An improv set inspired by the audience’s weekly anxieties performed by Ihea Inyama, Charlotte Polk, and Rebecca Salzhauer with improv openers. Audience members may be invited to share stressors that are turned into scenes.",Tickets are $10 in advance and $15 on the day of the show (Livestream tickets $10).,2026-04-30,7:00 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/stress-dream-live-04-30-26/,"improv, unscripted, sketch, energetic, interactive, groups, adults, stress-relief, audience-participation"
Upright Citizens Brigade Theatre,We’re Serious,"Casey Jost and Yoni Lotan perform intentionally ‘serious’ improv scenes tackling heavy or dramatic situations with a comedic twist, joined by a small cast. The show emphasizes solemn themes delivered in a deadpan, suit-wearing style.",Tickets are $10 plus fees.,2026-04-30,7:30 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/were-serious-04-30-26/,"improv, comedy, sketch, deadpan, intimate, adults, date-night, serious-improv, dramatic-comedy"
Upright Citizens Brigade Theatre,CONNOR RATLIFF presents THE ACTING CLASS,"A one-person, interactive improv show framed as an acting class in which Connor Ratliff demonstrates and improvises scenes while occasionally involving audience “students.” The performance blends workshop-style bits with fully improvised material.",In-person tickets are $10 in advance and $15 on the day of the show (Livestream tickets $10).,2026-04-30,8:30 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/connor-ratliff-presents-the-acting-class-04-30-26/,"improv, unscripted, interactive, comedy, energetic, intimate, groups, acting-class, audience-participation"
Upright Citizens Brigade Theatre,Cage Match: Hot FM (4-0) vs. The Prophecy,"Two improv teams go head-to-head each week in a competitive show where the audience votes for the funniest team. Hosted with rotating surprise guests, the format pits reigning champs Hot FM against challengers The Prophecy.",In-person tickets are $10 in advance and $15 on the day of the show (Livestream tickets $10).,2026-04-30,10:00 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/cage-match-ny-04-30-26/,"improv, unscripted, comedy, energetic, interactive, groups, improv-battle, audience-voting"
Upright Citizens Brigade Theatre,CABAL,"A solo sketch showcase featuring writer-performers from outlets like SNL, The Daily Show, and The New Yorker, delivering a 60-minute barrage of original characters and solo sketches. The show features a rotating cast of seasoned sketch performers.",In-person tickets are $15 in advance and $20 on the day of the show (Livestream tickets $10).,2026-05-01,7:00 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/cabal-05-01-26/,"improv, sketch, comedy, stand-up, energetic, sophisticated, adults, solo-sketch, SNL-writers"
Upright Citizens Brigade Theatre,ASSSSCAT NY,UCB’s signature long-running improv show where a guest monologist shares off-the-cuff thoughts and improvisers turn that monologue into a series of scenes. The show regularly features performers from film & TV and celebrity monologists.,In-person tickets are $20 in advance and $25 on the day of the show (Livestream tickets $10).,2026-05-01,8:30 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/asssscat-ny-05-01-26/,"improv, unscripted, sketch, energetic, intimate, adults, groups, celebrity-performers, monologue-improv"
Upright Citizens Brigade Theatre,UCBLK,"A monthly variety show spotlighting Black comedians across improv, sketch, stand-up, and more, hosted by Justin Catchens, Dominique Kaplowitz, and Shem Pennant. Each month features a new cast and diverse comedic formats.","In-person tickets are $10 in advance and $15 week-of the show, plus fees (Livestream tickets $10).",2026-05-02,7:00 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/ucblk-05-02-26/,"improv, sketch, stand-up, comedy, energetic, groups, adults, Black-comedians, variety-show, monthly"
Upright Citizens Brigade Theatre,ASSSSCAT NY,UCB’s signature long-running improv show (same format as other dates) featuring a guest monologist and an ensemble of improv performers who create scenes from that monologue. Highly regarded and often sold out.,In-person tickets are $20 in advance and $25 on the day of the show (Livestream tickets $10).,2026-05-02,8:30 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/asssscat-ny-05-02-26/,"improv, comedy, unscripted, sketch, energetic, groups, late-night, improv-jam, guest-monologist"
Upright Citizens Brigade Theatre,UCBLK Afters Jam!,"The UCBLK after-party where cast members jam with attendees; includes music, drinks, and participatory moments. It’s free to attend for UCBLK ticket holders and requires no reservation.",Free to attend for UCBLK ticket holders (no reservation needed).,2026-05-02,8:45 PM,"242 E 14th St, New York, NY 10003, USA",https://ucbcomedy.com/show/ucblk-afters-jam-05-02-26/,"improv, unscripted, interactive, energetic, casual, groups, free, improv-jam, after-party, participatory"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO and major TV shows. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.",$20.00,2026-04-30,8:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526ntpl0c5,"comedy, improv, stand-up, sketch, energetic, groups, professional-comics, showcase"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),This show is held downstairs in The Vintage Lounge at Gotham Comedy Club and features a rotating lineup of professional comics. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.,$28.00,2026-05-01,6:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26hsllasf,"improv, comedy, unscripted, energetic, casual, groups, date-night, rotating-lineup, shared-tables"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO and major TV shows. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.",$28.00,2026-05-01,7:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526iic6hv9,"improv, comedy, sketch, unscripted, energetic, adults, groups, professional-comics, showcase"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),This show is held downstairs in The Vintage Lounge at Gotham Comedy Club and features a rotating lineup of professional comics. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.,$28.00,2026-05-01,8:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26ms4rwvm,"improv, comedy, sketch, unscripted, energetic, groups, rotating-lineup, shared-tables"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO and major TV shows. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.",$28.00,2026-05-01,10:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526yqtrlnz,"comedy, improv, stand-up, sketch, energetic, groups, professional-comics, showcase"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO and major TV shows. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.",$28.00,2026-05-02,6:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526vbkexmh,"comedy, improv, stand-up, sketch, energetic, groups, professional-comics, showcase"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),This show is held downstairs in The Vintage Lounge at Gotham Comedy Club and features a rotating lineup of professional comics. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.,$28.00,2026-05-02,7:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26x57sbie,"improv, comedy, sketch, unscripted, energetic, groups, professional-comics, shared-tables"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO and major TV shows. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.",$28.00,2026-05-02,8:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526xjb4v2c,"improv, comedy, sketch, unscripted, energetic, adults, groups, professional-comics, showcase"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),This show is held downstairs in The Vintage Lounge at Gotham Comedy Club and features a rotating lineup of professional comics. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.,$28.00,2026-05-02,9:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26asr1ohj,"improv, comedy, sketch, unscripted, energetic, groups, casual, rotating-lineup, shared-tables"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO and major TV shows. Doors open 30 minutes prior; there is a 2-beverage minimum and all tables are shared.",$28.00,2026-05-02,10:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526wyhrb90,"comedy, improv, stand-up, sketch, energetic, adults, groups, netflix-comics, professional-showcase"
Comedy Shop,Thursday Comedy Show 10pm,A 10:00 PM stand-up comedy show featuring rotating performers; seating begins at 9:45 and there is a two-item minimum per person.,$15.00,2026-04-30,10:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/thursday-comedy-show-10pm-2/,"improv, comedy, stand-up, humor, late-night, energetic, groups, comedy-show, rotating-performers"
Comedy Shop,Friday: Primetime Comedy 8pm,An 8:00 PM primetime comedy showcase with rotating stand-up sets; seating begins at 7:45 and a two-item minimum is required per person.,$20.00,2026-05-01,8:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/friday-primetime-comedy-8pm-1/,"comedy, stand-up, improv, humor, energetic, groups, comedy-showcase"
Comedy Shop,Friday: Primetime Comedy 10pm,A 10:00 PM primetime comedy show featuring rotating performers; seating begins at 9:45 and there is a two-item minimum per person.,$20.00,2026-05-01,10:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/friday-primetime-comedy-10pm-2/,"improv, comedy, stand-up, sketch, energetic, late-night, groups, rotating-performers, primetime-show"
Comedy Shop,Friday: Primetime Comedy 12am,A late-night comedy show (listed as 12am) starting at 11:30 PM; seating information is listed on the event page and a two-item minimum is required per person.,$20.00,2026-05-01,11:30 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/friday-primetime-comedy-12am/,"comedy, improv, sketch, unscripted, late-night, energetic, adults, groups, friday-night, primetime-comedy"
Comedy Shop,Saturday Night Comedy 6pm,A 6:00 PM comedy show featuring rotating stand-up performers; seating begins at 5:45 and there is a two-item minimum per person.,$15.00,2026-05-02,6:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/saturday-night-comedy-6pm-2/,"comedy, stand-up, improv, humor, energetic, groups, comedian-showcase"
Comedy Shop,Saturday Night Comedy 8pm,An 8:00 PM Saturday night comedy show with rotating stand-up sets; seating begins at 7:45 and a two-item minimum purchase is required per person.,$20.00,2026-05-02,8:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/saturday-night-comedy-8pm-1/,"comedy, stand-up, improv, humor, energetic, groups, late-night, comedy-show, rotating-sets"
Comedy Shop,Saturday Night Comedy 10pm,A 10:00 PM Saturday night comedy show featuring rotating performers; seating begins at 9:45 and a two-item minimum purchase is required per person.,$20.00,2026-05-02,10:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/saturday-night-comedy-10pm-2/,"improv, comedy, stand-up, sketch, energetic, rowdy, groups, late-night, rotating-performers"
The PIT,THURSDAY IN N’ OUT IMPROV JAM,"A casual improv jam where performers sign up (first name + last initial) and play short scenes in the Slacker form. Open, first-come first-serve — arrive early to participate.","$5 AT THE DOOR; FIRST COME, FIRST SERVE",2026-04-30,6:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/thursday-in-n-out-improv-jam/,"improv, unscripted, comedy, casual, interactive, groups, solo-friendly, improv-jam, sign-up-performance"
The PIT,PIT ENSEMBLES: dot com & The Bellhops,Showcase of The PIT’s house teams performing long-form and musical improvisation; one ticket covers entry to the evening. Expect multiple house teams and coached long-form sets.,$10 for the evening (both shows and jam included).,2026-04-30,7:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/pit-ensembles/,"improv, unscripted, sketch, energetic, interactive, groups, adults, house-teams, long-form-improv, musical-improv"
The PIT,PIT ENSEMBLES: Snake Boy!,Showcase of The PIT’s house teams performing long-form and musical improvisation; one ticket covers entry to the evening. Evening features rotating house teams.,$10 for the evening (both shows and jam included).,2026-04-30,8:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/pit-ensembles/,"improv, unscripted, sketch, musical-improv, energetic, intimate, groups, house-teams, long-form-improv"
The PIT,Character Study,"A graduation-style showcase of character comedians presenting new characters and bits, hosted by Eric Fuerer. A lively show featuring up-and-coming character-based performers.",N/A,2026-04-30,7:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/character-study/,"improv, sketch, character-comedy, energetic, rowdy, adults, groups, character-showcase, graduation-show"
The PIT,Freshly Squeezed,"A ragtag group of improvisers exploring absurd, high-energy long-form improv with special guests. An adventurous, offbeat improv show.",N/A,2026-04-30,9:15 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/freshly-squeezed/,"improv, unscripted, sketch, energetic, rowdy, adults, groups, absurd-humor, long-form-improv"
The PIT,Thursday Musical Jam!,A musical-improv jam where players turn improvised scenes into spontaneous songs; open to newcomers and veterans alike. No experience necessary.,$10 CASH,2026-04-30,9:15 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/musical-improv-jam/,"improv, unscripted, musical-improv, energetic, interactive, groups, solo-friendly, jam-session, spontaneous-songs"
The PIT,Friday Feel-GOOD IMPROV JAM,"A community-focused improv jam for all experience levels that emphasizes supportive, feel-good scenes. A casual hour to practice and play with others.",$5 CASH,2026-05-01,5:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/improv-jam/,"improv, unscripted, sketch, casual, interactive, groups, solo-friendly, improv-jam, feel-good-comedy"
The PIT,OFF YOUR ROCKER CHARACTER & CLOWN MIC,"A character and clown open mic to workshop existing characters or develop new clown bits, hosted by Leah Laoch. Signups are in-person and first-come, first-serve.",$5 CASH AT THE DOOR,2026-05-01,6:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/rocker/,"improv, sketch, unscripted, comedy, open-mic, interactive, energetic, groups, character-workshop, clown-bits"
The PIT,Shadows Over Cheek City: A Classic Mystery from the Lost Case Files of Detective Butt Deadly,"An improvised, theatrical mystery pastiche full of nostalgic crime-drama beats and live music; a satirical and atmospheric improv mystery evening.",N/A,2026-05-01,7:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/cheeks/,"improv, comedy, sketch, interactive, energetic, groups, mystery-improv, live-music, satirical"
The PIT,Obi Comedy Hour,"A stand-up showcase curated by Obi O’Brien featuring NYC comedians for a raw, unfiltered night of stand-up and performance. Expect rotating stand-up guests.",N/A,2026-05-01,8:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/obi-comedy-hour/,"improv, stand-up, comedy, unscripted, energetic, adults, late-night, rotating-comedians, showcase"
The PIT,PEOPLES SKETCH REVUES presents: MUSICAL!,A sketch revue series showcasing musical sketch teams (Peoples Sketch Revues) featuring original musical sketches and ensemble work directed by JQ Hennessy.,N/A,2026-05-01,8:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/peoples-sketch-revues-presents-musical/,"improv, sketch, musical, energetic, interactive, groups, musical-sketches, ensemble-comedy"
The PIT,The Secret Mic,A late-night open mic/showcase (The Secret Mic) featuring a rotating lineup of performers; cover includes a drink minimum.,$5 + ONE DRINK MINIMUM,2026-05-01,11:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/the-secret-mic/,"improv, open-mic, unscripted, late-night, energetic, groups, adults, showcase, drink-minimum"
The PIT,The Saturday Jam,A weekend improv jam to get some improv in — open to community participation and practice. A relaxed weekend jam environment.,$5 CASH at the door,2026-05-02,5:45 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/the-saturday-jam/,"improv, unscripted, sketch, interactive, chill, groups, improv-jam"
The PIT,Ladies Stand-Up! (Men Sit Down) Open Mic,"An inclusive weekly stand-up open mic for women and gender-minority performers (all are welcome to attend); signups are limited and first-come. A supportive, no-pressure environment.",$5 CASH,2026-05-02,6:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/ladies-stand-up-men-sit-down-open-mic/,"comedy, stand-up, open-mic, humor, inclusive, casual, intimate, women-performers, gender-minorities, supportive-community"
The PIT,DUH! and All She Wrote,A double-bill sketch night: DUH! (monthly sketch group) and All She Wrote (sketches written and performed primarily by women). Live sketch comedy and variety.,N/A,2026-05-02,7:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/duh-and-all-she-wrote/,"improv, sketch, comedy, energetic, interactive, groups, women-led, sketch-comedy"
The PIT,Awkward Family Dinner,"A fully improvised 45-minute play that stages hilariously awkward family dinners, performed by a rotating ensemble. An improvised long-form play experience.",N/A,2026-05-02,8:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/awkward-family-dinner/,"improv, unscripted, sketch, humor, energetic, groups, families, awkward-comedy, long-form-improv"
The PIT,DUCK SHOW,"A late-night stand-up showcase with characters, music, and comedy, plus a duck-themed raffle at the end. A lively, eclectic comedy show.",N/A,2026-05-02,9:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/the-duck-show-2/,"improv, comedy, stand-up, sketch, energetic, late-night, adults, groups, duck-themed, character-comedy"
The PIT,Super 8,"An improvised documentary-style longform show featuring talking heads, found-footage style reenactments, and documentary tropes created on the spot. Expect comedic, structured longform improv.",N/A,2026-05-02,10:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/super-8/,"improv, sketch, unscripted, energetic, interactive, groups, documentary-style, longform-improv"
New York Comedy Club - Midtown,"Adam Gilbert, Reg Thomas, Subhah Agarwal, Tyler Groce, Mike Britt",Get the authentic NYC stand up comedy experience at New York Comedy Club! Enjoy a fast-paced showcase featuring multiple comics and surprise drop-ins.,$30.85,2026-04-30,10:30 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/adam-gilbert-reg-thomas-subhah-agarwal-tyler-groce-mike-britt,"improv, stand-up, comedy, comedian, energetic, adults, groups, showcase, surprise-drop-ins"
New York Comedy Club - Midtown,"ITMATTERS ft: Santi Espinosa, Sonya Vai, Dave Columbo, Ben Rosenfeld, Erin Maguire","Get the authentic NYC stand up comedy experience at New York Comedy Club! Enjoy a nightly showcase of the best comedians, up-and-comers, and special guest drop-ins.",$53.68,2026-05-01,7:00 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/itmatters-ft-santi-espinosa-sonya-vai-dave-columbo-ben-rosenfeld-erin-maguire,"comedy, improv, stand-up, unscripted, energetic, late-night, groups, comedian-showcase, live-comedy"
New York Comedy Club - Midtown,"Seaton Smith, Eleanor Kerrigan, James Mattern, Tom Cassidy","Get the authentic NYC stand up comedy experience at New York Comedy Club! Enjoy a nightly showcase of top-tier comics, rising stars, and surprise guests.",$53.68,2026-05-01,9:15 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/seaton-smith-eleanor-kerrigan-james-mattern-tom-cassidy,"comedy, stand-up, improv, humor, energetic, late-night, adults, comedy-showcase, surprise-guests"
New York Comedy Club - Midtown,"Jared Harvin, Jessica Levin, Tom Cassidy, Julia Kastner, Salma Zaky",Get the authentic NYC stand up comedy experience at New York Comedy Club! Enjoy a late-night showcase with multiple comedians and potential surprise drop-ins.,$36.29,2026-05-01,11:30 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/jared-harvin-jessica-levin-tom-cassidy-julia-kastner-salma-zaky,"improv, comedy, stand-up, sketch, unscripted, late-night, energetic, groups, comedy-showcase, surprise-guests"
New York Comedy Club - Midtown,Matinee with Ry Daddy,"It’s never too early to get your comedy fix! Skip out of work early and join this matinee mix of fresh faces, club favorites, and citywide stars.",$42.81,2026-05-02,5:00 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/matinee-with-ry-daddy-2026-03-23154428,"improv, comedy, stand-up, unscripted, energetic, groups, matinee-show, fresh-talent"
New York Comedy Club - Midtown,"Marina Franklin, Kunal C. Arora & More!",Get the authentic NYC stand up comedy experience at New York Comedy Club! Enjoy a showcase featuring nationally touring comics and local favorites.,$53.68,2026-05-02,7:00 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/marina-franklin-kunal-c-arora-more,"comedy, stand-up, humor, comedian, energetic, nightlife, adults, groups, showcase, touring-comics"
New York Comedy Club - Midtown,"Marie Faustin, Adam Ferrara, Neko White, Julio Diaz",Get the authentic NYC stand up comedy experience at New York Comedy Club! Catch a high-energy showcase with established comedians and rising talent.,$53.68,2026-05-02,9:15 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/marie-faustin-adam-ferrara-neko-white-julio-diaz,"improv, stand-up, comedy, comedian, energetic, adults, groups, showcase, laughs"
West Side Comedy Club,ALOK: Work In Progress,"ALOK performs a work-in-progress stand-up set featuring new material and experimental bits.  Expect a topical, boundary-pushing evening from the internationally touring comedian.",$36.19,2026-04-30,9:00 PM,"201 W 75th St, New York, NY 10023, USA",https://event.tixologi.com/event/10191,"comedy, stand-up, improv, humor, energetic, adults, experimental-comedy, topical-humor"
West Side Comedy Club,Friday Shows,The club's regular Friday showcase featuring a rotating lineup of established and up-and-coming stand-up comedians.  Fast-paced multi-comic show with food and drink available; arrive early for seating.,$25.00,2026-05-01,8:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.westsidecomedyclub.com/events/friday-shows-49,"comedy, stand-up, improv, comedian, energetic, nightlife, groups, friday-night, multi-comic-showcase"
West Side Comedy Club,CURRENT OFFENSES,A topical/competition-style show where comics perform material based on suggested current events and compete for a prize.  Hosts/regulars include Brian Scott McFadden and Charles McBee with rotating guests.,$15.00,2026-05-01,10:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.westsidecomedyclub.com/events/current-offenses-43,"comedy, improv, sketch, energetic, rowdy, groups, topical-comedy, competition-show"
West Side Comedy Club,Adam Mamawala — Saturday Favs,"Adam Mamawala appears as part of the club's Saturday Favs showcase, a stacked late-night lineup of notable stand-ups.  Expect a high-energy headliner set within the Saturday favorites lineup.",N/A,2026-05-02,10:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.bandsintown.com/e/108240998-adam-mamawala-comedy-at-west-side-comedy-club?came_from=209,"improv, comedy, stand-up, energetic, late-night, adults, headliner, saturday-showcase"
New York Comedy Club - East Village,"Mike Britt, Eagle Witt, Adam Ferrara, Jessica Levin",A downtown stand-up showcase featuring a mix of club favorites and guest comedians. The East Village room presents multiple performers in a fast-paced set format.,N/A,2026-04-30,10:15 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/mike-britt-eagle-witt-adam-ferrara-jessica-levin,"comedy, stand-up, humor, comedian, energetic, groups, adults, downtown-showcase, multi-comedian"
New York Comedy Club - East Village,"Eagle Witt, Dante Nero, Kaneez Surka, Jake Velazquez","An evening showcase of stand-up featuring Eagle Witt, Dante Nero, Kaneez Surka, Jake Velazquez and others. Expect a mix of touring and local comics in an intimate club setting.",$53.68,2026-05-01,8:00 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/eagle-witt-dante-nero-kaneez-surka-jake-velazquez,"improv, stand-up, comedy, humor, energetic, intimate, adults, comedian-showcase, touring-comics"
New York Comedy Club - East Village,"Erin Jackson, Seaton Smith, James Mattern, Phil Duckett","A late-night stand-up showcase featuring Erin Jackson, Seaton Smith, James Mattern, Phil Duckett and more. The show presents short sets from several comedians in a classic comedy-club format.",$53.68,2026-05-01,10:30 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/erin-jackson-seaton-smith-james-mattern-phil-duckett,"improv, stand-up, comedy, comedian, late-night, energetic, adults, comedy-showcase, stand-up-comedy"
New York Comedy Club - East Village,"Judah Friedlander, Marina Franklin, Michele Durante, Shafi Hossain","An early-evening showcase featuring Judah Friedlander, Marina Franklin, Michele Durante, and Shafi Hossain. A mix of established and up-and-coming comedians in the East Village showroom.",$47.16,2026-05-02,5:30 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/judah-friedlander-marina-franklin-michele-durante-shafi-hossain,"improv, comedy, stand-up, humor, energetic, adults, groups, comedian-showcase, east-village-comedy"
New York Comedy Club - East Village,"Dean Edwards, Marion Grodin, Ayanna Dookie, Kunal C. Arora","A prime Saturday night comedy showcase featuring Dean Edwards, Marion Grodin, Ayanna Dookie, and Kunal C. Arora. Multiple comedians perform short sets in a lively club atmosphere.",$53.68,2026-05-02,8:00 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/dean-edwards-marion-grodin-ayanna-dookie-kunal-c-arora,improv
The Comic Strip,"Mike Burton (Dry Bary Comedy), Michele Balan (NBC), Jason Choi (Don’t Tell Comedy), Matt Pavich (MTV), Christian Finnegan (Chapelle’s Show), Kareem Green (Showtime), & Steve Marshall (Don’t Behave!)!","A stand-up comedy showcase featuring multiple performers including Mike Burton, Michele Balan, Jason Choi, and more.",N/A,2026-04-30,8:00 PM,"1568 2nd Ave, New York, NY 10028, USA",https://www.eventbrite.com/e/1985597989036?aff=oddtdtcreator,"comedy, stand-up, humor, comedian, energetic, adults, late-night, comedy-showcase, live-performers"
The Comic Strip,"Ruperto Vanderpool (Netflix & HBO), Jon Fisch (David Letterman), Sara Contreras (The Latin Diva of Comedy), Connor O’Brien (Don’t Tell Comedy) & JJ Ramirez (Latin Legends of Comedy)!","Stand-up comedy showcase featuring Ruperto Vanderpool, Jon Fisch, Sara Contreras, Connor O’Brien, and JJ Ramirez.",N/A,2026-05-01,8:00 PM,"1568 2nd Ave, New York, NY 10028, USA",https://www.eventbrite.com/e/1987710893791?aff=oddtdtcreator,"comedy, stand-up, humor, comedian, sketch, energetic, rowdy, adults, groups, comedy-showcase, latin-comedy"
The Comic Strip,"DJ Em’s Show with Ruperto Vanderpool (Netflix & HBO), JJ Ramirez (The Latin Legend of Comedy) & Sara Contreras (The Latin Diva of Comedy)!","Late-night stand-up/DJ show featuring Ruperto Vanderpool, JJ Ramirez, and Sara Contreras.",N/A,2026-05-01,10:30 PM,"1568 2nd Ave, New York, NY 10028, USA",https://www.eventbrite.com/e/thank-comedy-its-friday-stand-up-show-the-best-ues-comedy-show-tickets-1988477869837?aff=oddtdtcreator&keep_tld=true,"improv, comedy, stand-up, DJ, late-night, energetic, adults, latin-comedy, live-performance"
